2020,Indicator Name,Indicator code,Country Name,Country Code
,Aruba,ABW,Aruba,Aruba
1,Afghanistan,AFG,Afghanistan,Afghanistan
1,Angola,AGO,Angola,Angola
1,Albania,ALB,Albania,Albania
,Andorra,AND,Andorra,Andorra
1,United Arab Emirates,ARE,United Arab Emirates,United Arab Emirates
1,Argentina,ARG,Argentina,Argentina
1,Armenia,ARM,Armenia,Armenia
,American Samoa,ASM,American Samoa,American Samoa
1,Antigua and Barbuda,ATG,Antigua and Barbuda,Antigua and Barbuda
1,Australia,AUS,Australia,Australia
1,Austria,AUT,Austria,Austria
1,Azerbaijan,AZE,Azerbaijan,Azerbaijan
1,Burundi,BDI,Burundi,Burundi
1,Belgium,BEL,Belgium,Belgium
1,Benin,BEN,Benin,Benin
1,Burkina Faso,BFA,Burkina Faso,Burkina Faso
1,Bangladesh,BGD,Bangladesh,Bangladesh
1,Bulgaria,BGR,Bulgaria,Bulgaria
1,Bahrain,BHR,Bahrain,Bahrain
,"Bahamas, The",BHS,"Bahamas, The","Bahamas, The"
1,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina,Bosnia and Herzegovina
1,Belarus,BLR,Belarus,Belarus
,Belize,BLZ,Belize,Belize
,Bermuda,BMU,Bermuda,Bermuda
,Bolivia,BOL,Bolivia,Bolivia
1,Brazil,BRA,Brazil,Brazil
,Barbados,BRB,Barbados,Barbados
1,Brunei Darussalam,BRN,Brunei Darussalam,Brunei Darussalam
1,Bhutan,BTN,Bhutan,Bhutan
1,Botswana,BWA,Botswana,Botswana
1,Central African Republic,CAF,Central African Republic,Central African Republic
1,Canada,CAN,Canada,Canada
1,Switzerland,CHE,Switzerland,Switzerland
,Channel Islands,CHI,Channel Islands,Channel Islands
1,Chile,CHL,Chile,Chile
1,China,CHN,China,China
1,Cote d'Ivoire,CIV,Cote d'Ivoire,Cote d'Ivoire
1,Cameroon,CMR,Cameroon,Cameroon
1,"Congo, Dem. Rep.",COD,"Congo, Dem. Rep.","Congo, Dem. Rep."
1,"Congo, Rep.",COG,"Congo, Rep.","Congo, Rep."
1,Colombia,COL,Colombia,Colombia
1,Comoros,COM,Comoros,Comoros
,Cabo Verde,CPV,Cabo Verde,Cabo Verde
1,Costa Rica,CRI,Costa Rica,Costa Rica
,Cuba,CUB,Cuba,Cuba
,Curacao,CUW,Curacao,Curacao
,Cayman Islands,CYM,Cayman Islands,Cayman Islands
1,Cyprus,CYP,Cyprus,Cyprus
1,Czech Republic,CZE,Czech Republic,Czech Republic
1,Germany,DEU,Germany,Germany
,Djibouti,DJI,Djibouti,Djibouti
1,Dominica,DMA,Dominica,Dominica
1,Denmark,DNK,Denmark,Denmark
1,Dominican Republic,DOM,Dominican Republic,Dominican Republic
1,Algeria,DZA,Algeria,Algeria
1,Ecuador,ECU,Ecuador,Ecuador
1,"Egypt, Arab Rep.",EGY,"Egypt, Arab Rep.","Egypt, Arab Rep."
,Eritrea,ERI,Eritrea,Eritrea
1,Spain,ESP,Spain,Spain
1,Estonia,EST,Estonia,Estonia
1,Ethiopia,ETH,Ethiopia,Ethiopia
1,Finland,FIN,Finland,Finland
1,Fiji,FJI,Fiji,Fiji
1,France,FRA,France,France
,Faroe Islands,FRO,Faroe Islands,Faroe Islands
1,"Micronesia, Fed. Sts.",FSM,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts."
1,Gabon,GAB,Gabon,Gabon
1,United Kingdom,GBR,United Kingdom,United Kingdom
1,Georgia,GEO,Georgia,Georgia
1,Ghana,GHA,Ghana,Ghana
,Gibraltar,GIB,Gibraltar,Gibraltar
1,Guinea,GIN,Guinea,Guinea
1,"Gambia, The",GMB,"Gambia, The","Gambia, The"
,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau
,Equatorial Guinea,GNQ,Equatorial Guinea,Equatorial Guinea
1,Greece,GRC,Greece,Greece
1,Grenada,GRD,Grenada,Grenada
,Greenland,GRL,Greenland,Greenland
1,Guatemala,GTM,Guatemala,Guatemala
,Guam,GUM,Guam,Guam
1,Guyana,GUY,Guyana,Guyana
1,"Hong Kong SAR, China",HKG,"Hong Kong SAR, China","Hong Kong SAR, China"
1,Honduras,HND,Honduras,Honduras
1,Croatia,HRV,Croatia,Croatia
1,Haiti,HTI,Haiti,Haiti
1,Hungary,HUN,Hungary,Hungary
1,Indonesia,IDN,Indonesia,Indonesia
,Isle of Man,IMN,Isle of Man,Isle of Man
1,India,IND,India,India
1,Ireland,IRL,Ireland,Ireland
1,"Iran, Islamic Rep.",IRN,"Iran, Islamic Rep.","Iran, Islamic Rep."
1,Iraq,IRQ,Iraq,Iraq
1,Iceland,ISL,Iceland,Iceland
1,Israel,ISR,Israel,Israel
1,Italy,ITA,Italy,Italy
1,Jamaica,JAM,Jamaica,Jamaica
1,Jordan,JOR,Jordan,Jordan
1,Japan,JPN,Japan,Japan
1,Kazakhstan,KAZ,Kazakhstan,Kazakhstan
1,Kenya,KEN,Kenya,Kenya
1,Kyrgyz Republic,KGZ,Kyrgyz Republic,Kyrgyz Republic
1,Cambodia,KHM,Cambodia,Cambodia
1,Kiribati,KIR,Kiribati,Kiribati
1,St. Kitts and Nevis,KNA,St. Kitts and Nevis,St. Kitts and Nevis
1,"Korea, Rep.",KOR,"Korea, Rep.","Korea, Rep."
1,Kuwait,KWT,Kuwait,Kuwait
1,Lao PDR,LAO,Lao PDR,Lao PDR
1,Lebanon,LBN,Lebanon,Lebanon
1,Liberia,LBR,Liberia,Liberia
,Libya,LBY,Libya,Libya
1,St. Lucia,LCA,St. Lucia,St. Lucia
,Liechtenstein,LIE,Liechtenstein,Liechtenstein
1,Sri Lanka,LKA,Sri Lanka,Sri Lanka
1,Lesotho,LSO,Lesotho,Lesotho
1,Lithuania,LTU,Lithuania,Lithuania
1,Luxembourg,LUX,Luxembourg,Luxembourg
1,Latvia,LVA,Latvia,Latvia
1,"Macao SAR, China",MAC,"Macao SAR, China","Macao SAR, China"
,St. Martin (French part),MAF,St. Martin (French part),St. Martin (French part)
1,Morocco,MAR,Morocco,Morocco
,Monaco,MCO,Monaco,Monaco
1,Moldova,MDA,Moldova,Moldova
1,Madagascar,MDG,Madagascar,Madagascar
,Maldives,MDV,Maldives,Maldives
1,Mexico,MEX,Mexico,Mexico
1,Marshall Islands,MHL,Marshall Islands,Marshall Islands
1,North Macedonia,MKD,North Macedonia,North Macedonia
1,Mali,MLI,Mali,Mali
1,Malta,MLT,Malta,Malta
1,Myanmar,MMR,Myanmar,Myanmar
1,Montenegro,MNE,Montenegro,Montenegro
1,Mongolia,MNG,Mongolia,Mongolia
,Northern Mariana Islands,MNP,Northern Mariana Islands,Northern Mariana Islands
1,Mozambique,MOZ,Mozambique,Mozambique
1,Mauritania,MRT,Mauritania,Mauritania
1,Mauritius,MUS,Mauritius,Mauritius
1,Malawi,MWI,Malawi,Malawi
1,Malaysia,MYS,Malaysia,Malaysia
1,Namibia,NAM,Namibia,Namibia
,New Caledonia,NCL,New Caledonia,New Caledonia
1,Niger,NER,Niger,Niger
1,Nigeria,NGA,Nigeria,Nigeria
1,Nicaragua,NIC,Nicaragua,Nicaragua
1,Netherlands,NLD,Netherlands,Netherlands
1,Norway,NOR,Norway,Norway
1,Nepal,NPL,Nepal,Nepal
1,Nauru,NRU,Nauru,Nauru
1,New Zealand,NZL,New Zealand,New Zealand
1,Oman,OMN,Oman,Oman
1,Pakistan,PAK,Pakistan,Pakistan
1,Panama,PAN,Panama,Panama
1,Peru,PER,Peru,Peru
1,Philippines,PHL,Philippines,Philippines
1,Palau,PLW,Palau,Palau
1,Papua New Guinea,PNG,Papua New Guinea,Papua New Guinea
1,Poland,POL,Poland,Poland
,Puerto Rico,PRI,Puerto Rico,Puerto Rico
,"Korea, Dem. People's Rep.",PRK,"Korea, Dem. People's Rep.","Korea, Dem. People's Rep."
1,Portugal,PRT,Portugal,Portugal
1,Paraguay,PRY,Paraguay,Paraguay
1,West Bank and Gaza,PSE,West Bank and Gaza,West Bank and Gaza
,French Polynesia,PYF,French Polynesia,French Polynesia
1,Qatar,QAT,Qatar,Qatar
1,Romania,ROU,Romania,Romania
1,Russian Federation,RUS,Russian Federation,Russian Federation
1,Rwanda,RWA,Rwanda,Rwanda
1,Saudi Arabia,SAU,Saudi Arabia,Saudi Arabia
1,Sudan,SDN,Sudan,Sudan
1,Senegal,SEN,Senegal,Senegal
1,Singapore,SGP,Singapore,Singapore
1,Solomon Islands,SLB,Solomon Islands,Solomon Islands
1,Sierra Leone,SLE,Sierra Leone,Sierra Leone
1,El Salvador,SLV,El Salvador,El Salvador
,San Marino,SMR,San Marino,San Marino
,Somalia,SOM,Somalia,Somalia
1,Serbia,SRB,Serbia,Serbia
1,South Sudan,SSD,South Sudan,South Sudan
,Sao Tome and Principe,STP,Sao Tome and Principe,Sao Tome and Principe
,Suriname,SUR,Suriname,Suriname
1,Slovak Republic,SVK,Slovak Republic,Slovak Republic
1,Slovenia,SVN,Slovenia,Slovenia
1,Sweden,SWE,Sweden,Sweden
1,Eswatini,SWZ,Eswatini,Eswatini
,Sint Maarten (Dutch part),SXM,Sint Maarten (Dutch part),Sint Maarten (Dutch part)
1,Seychelles,SYC,Seychelles,Seychelles
,Syrian Arab Republic,SYR,Syrian Arab Republic,Syrian Arab Republic
,Turks and Caicos Islands,TCA,Turks and Caicos Islands,Turks and Caicos Islands
1,Chad,TCD,Chad,Chad
1,Togo,TGO,Togo,Togo
1,Thailand,THA,Thailand,Thailand
1,Tajikistan,TJK,Tajikistan,Tajikistan
,Turkmenistan,TKM,Turkmenistan,Turkmenistan
1,Timor-Leste,TLS,Timor-Leste,Timor-Leste
1,Tonga,TON,Tonga,Tonga
1,Trinidad and Tobago,TTO,Trinidad and Tobago,Trinidad and Tobago
1,Tunisia,TUN,Tunisia,Tunisia
1,Turkey,TUR,Turkey,Turkey
